strategy,avg_payoff,delta,lambda,kappa,sim,seed
IL,0.5953906407355154,0.33,0.2,0.4,1861,47
MB,0.4486155416621853,0.33,0.2,0.4,1861,47
MF,0.42485311286146243,0.33,0.2,0.4,1861,47
IL,0.5944473899358822,0.01,0.1,0.4,1862,50
MB,0.7014203209487228,0.01,0.1,0.4,1862,50
MF,0.7960163698755879,0.01,0.1,0.4,1862,50
IL,0.5950346140440592,0.63,0.1,0.4,1863,42
MB,0.3987407756690024,0.63,0.1,0.4,1863,42
MF,0.1932009601983464,0.63,0.1,0.4,1863,42
IL,0.5948230055211535,0.47,0.1,0.4,1864,44
MB,0.22169118216596104,0.47,0.1,0.4,1864,44
MF,0.18256701688447116,0.47,0.1,0.4,1864,44
IL,0.5951650043798093,0.75,0.2,0.4,1865,47
MB,0.6470700464931921,0.75,0.2,0.4,1865,47
MF,0.23078438742000135,0.75,0.2,0.4,1865,47
IL,0.5946060163475122,0.29,0.3,0.4,1866,43
MB,0.06975692230951916,0.29,0.3,0.4,1866,43
MF,0.25554572488355604,0.29,0.3,0.4,1866,43
IL,0.595014132953005,0.45,0.3,0.4,1867,49
MB,0.37094444652131586,0.45,0.3,0.4,1867,49
MF,0.37300691404638325,0.45,0.3,0.4,1867,49
IL,0.5944712998717411,0.93,0.3,0.4,1868,43
MB,0.3724735032681548,0.93,0.3,0.4,1868,43
MF,0.06279900420992784,0.93,0.3,0.4,1868,43
IL,0.5947872864175269,0.47,0.1,0.4,1869,50
MB,0.5026494975681554,0.47,0.1,0.4,1869,50
MF,0.31602590113568674,0.47,0.1,0.4,1869,50
IL,0.5949841298855832,0.28,0.2,0.4,1870,51
MB,0.44415778897281905,0.28,0.2,0.4,1870,51
MF,0.463188299538848,0.28,0.2,0.4,1870,51
IL,0.5951095238620667,0.92,0.2,0.4,1871,51
MB,0.609237174692196,0.92,0.2,0.4,1871,51
MF,0.0643899726793533,0.92,0.2,0.4,1871,51
IL,0.5952545682930996,0.28,0.2,0.4,1872,45
MB,0.5397688420276794,0.28,0.2,0.4,1872,45
MF,0.5383709836638596,0.28,0.2,0.4,1872,45
IL,0.5953085315776038,0.92,0.2,0.4,1873,45
MB,0.54680916669605,0.92,0.2,0.4,1873,45
MF,0.0673693343339723,0.92,0.2,0.4,1873,45
IL,0.5950627667328312,0.26,0.2,0.4,1874,49
MB,0.4622427363659559,0.26,0.2,0.4,1874,49
MF,0.4704050493731397,0.26,0.2,0.4,1874,49
IL,0.5950442751187341,0.16,0.3,0.4,1875,47
MB,0.22677704723054717,0.16,0.3,0.4,1875,47
MF,0.4301966474781833,0.16,0.3,0.4,1875,47
IL,0.5947718216225197,0.61,0.1,0.4,1876,48
MB,0.44958116876189236,0.61,0.1,0.4,1876,48
MF,0.21430345630447228,0.61,0.1,0.4,1876,48
IL,0.5950801280443921,0.93,0.1,0.4,1877,44
MB,0.48177722467636114,0.93,0.1,0.4,1877,44
MF,0.04058635935443985,0.93,0.1,0.4,1877,44
IL,0.5951674234284596,0.29,0.1,0.4,1878,44
MB,0.5671003210451723,0.29,0.1,0.4,1878,44
MF,0.4812133322413896,0.29,0.1,0.4,1878,44
IL,0.5951533647380045,0.91,0.3,0.4,1879,49
MB,0.5510305570630366,0.91,0.3,0.4,1879,49
MF,0.09299056797175992,0.91,0.3,0.4,1879,49
IL,0.5950933714531836,0.63,0.3,0.4,1880,45
MB,0.47368691556859677,0.63,0.3,0.4,1880,45
MF,0.2951821462923459,0.63,0.3,0.4,1880,45
IL,0.5951302431416552,0.47,0.3,0.4,1881,43
MB,0.3503316017353826,0.47,0.3,0.4,1881,43
MF,0.3713127867354963,0.47,0.3,0.4,1881,43
IL,0.5949739001967533,0.63,0.3,0.4,1882,51
MB,0.40897837097851103,0.63,0.3,0.4,1882,51
MF,0.25575262220766465,0.63,0.3,0.4,1882,51
IL,0.59545347835804,0.93,0.1,0.4,1883,50
MB,0.7805800014405648,0.93,0.1,0.4,1883,50
MF,0.06286634844249671,0.93,0.1,0.4,1883,50
IL,0.5948166724340416,0.29,0.1,0.4,1884,50
MB,0.4315632611127011,0.29,0.1,0.4,1884,50
MF,0.374017000200164,0.29,0.1,0.4,1884,50
IL,0.5951523342601421,0.25,0.3,0.4,1885,45
MB,0.4108319049511845,0.25,0.3,0.4,1885,45
MF,0.533618696469761,0.25,0.3,0.4,1885,45
IL,0.5947891653675236,0.01,0.3,0.4,1886,43
MB,0.5095053999239588,0.01,0.3,0.4,1886,43
MF,0.7970453198813248,0.01,0.3,0.4,1886,43
IL,0.5950003052066761,0.27,0.1,0.4,1887,48
MB,0.3300354466944989,0.27,0.1,0.4,1887,48
MF,0.3203778568337986,0.27,0.1,0.4,1887,48
IL,0.5949177691724099,0.25,0.3,0.4,1888,51
MB,0.32114036302508425,0.25,0.3,0.4,1888,51
MF,0.46442395361844263,0.25,0.3,0.4,1888,51
IL,0.5948178165695368,0.54,0.3,0.4,1889,51
MB,0.24041933353883832,0.54,0.3,0.4,1889,51
MF,0.23299058027548708,0.54,0.3,0.4,1889,51
IL,0.5952908127078538,0.9,0.1,0.4,1890,42
MB,0.6092710725204507,0.9,0.1,0.4,1890,42
MF,0.06317696839108604,0.9,0.1,0.4,1890,42
IL,0.5949166070126654,0.54,0.3,0.4,1891,45
MB,0.4299302753676051,0.54,0.3,0.4,1891,45
MF,0.337550523567609,0.54,0.3,0.4,1891,45
IL,0.5946224301980945,0.96,0.2,0.4,1892,47
MB,0.4802112502519476,0.96,0.2,0.4,1892,47
MF,0.026123919737866666,0.96,0.2,0.4,1892,47
IL,0.5950855825324258,0.56,0.1,0.4,1893,48
MB,0.5350740191042073,0.56,0.1,0.4,1893,48
MF,0.2930384582014752,0.56,0.1,0.4,1893,48
IL,0.5954117180167492,0.12,0.3,0.4,1894,51
MB,0.41923835281216204,0.12,0.3,0.4,1894,51
MF,0.6302021795811193,0.12,0.3,0.4,1894,51
IL,0.595199213694539,0.58,0.1,0.4,1895,50
MB,0.4098767331417155,0.58,0.1,0.4,1895,50
MF,0.2108056705794154,0.58,0.1,0.4,1895,50
IL,0.5953818629693653,0.58,0.1,0.4,1896,44
MB,0.7540324821217965,0.58,0.1,0.4,1896,44
MF,0.362056566689539,0.58,0.1,0.4,1896,44
IL,0.5951206732531127,0.36,0.3,0.4,1897,43
MB,0.3767306682181582,0.36,0.3,0.4,1897,43
MF,0.446063177864449,0.36,0.3,0.4,1897,43
IL,0.5951837209601544,0.12,0.3,0.4,1898,45
MB,0.2684482844279383,0.12,0.3,0.4,1898,45
MF,0.5172508768071234,0.12,0.3,0.4,1898,45
IL,0.5951834439556385,0.5,0.3,0.4,1899,43
MB,0.36796044330202016,0.5,0.3,0.4,1899,43
MF,0.3512335141162363,0.5,0.3,0.4,1899,43
IL,0.5951071202236414,0.8,0.2,0.4,1900,43
MB,0.5822458940359176,0.8,0.2,0.4,1900,43
MF,0.17691738084277003,0.8,0.2,0.4,1900,43
IL,0.5950652594922661,0.57,0.2,0.4,1901,49
MB,0.43335533404187865,0.57,0.2,0.4,1901,49
MF,0.26935287808387604,0.57,0.2,0.4,1901,49
IL,0.5950481018868965,0.97,0.1,0.4,1902,46
MB,0.41187493281419313,0.97,0.1,0.4,1902,46
MF,0.0008444477073333079,0.97,0.1,0.4,1902,46
IL,0.5950825568062699,0.81,0.2,0.4,1903,43
MB,0.4843632086935875,0.81,0.2,0.4,1903,43
MF,0.1245246006772632,0.81,0.2,0.4,1903,43
IL,0.5948808868832232,0.67,0.3,0.4,1904,47
MB,0.40030000090053797,0.67,0.3,0.4,1904,47
MF,0.21800312508640896,0.67,0.3,0.4,1904,47
IL,0.5948516848874287,0.21,0.3,0.4,1905,47
MB,0.32043510781785073,0.21,0.3,0.4,1905,47
MF,0.49765559875911747,0.21,0.3,0.4,1905,47
IL,0.5945876908024088,0.11,0.2,0.4,1906,49
MB,0.3733067599696607,0.11,0.2,0.4,1906,49
MF,0.5160317554509193,0.11,0.2,0.4,1906,49
IL,0.5948562370048062,0.59,0.2,0.4,1907,45
MB,0.29718274166926223,0.59,0.2,0.4,1907,45
MF,0.1982890293249722,0.59,0.2,0.4,1907,45
IL,0.595229485278932,0.59,0.2,0.4,1908,51
MB,0.5024722345052763,0.59,0.2,0.4,1908,51
MF,0.2699160554314586,0.59,0.2,0.4,1908,51
IL,0.5949696492681724,0.09,0.1,0.4,1909,50
MB,0.49495092279690234,0.09,0.1,0.4,1909,50
MF,0.5461907862288065,0.09,0.1,0.4,1909,50
IL,0.5951217919579659,0.43,0.3,0.4,1910,51
MB,0.3968576338974063,0.43,0.3,0.4,1910,51
MF,0.4024794624434961,0.43,0.3,0.4,1910,51
IL,0.594775488277981,0.43,0.3,0.4,1911,45
MB,0.20916294465381344,0.43,0.3,0.4,1911,45
MF,0.305368615866621,0.43,0.3,0.4,1911,45
IL,0.5951526909517906,0.67,0.3,0.4,1912,43
MB,0.6141509794271975,0.67,0.3,0.4,1912,43
MF,0.323169859548776,0.67,0.3,0.4,1912,43
IL,0.5951077315405677,0.97,0.1,0.4,1913,42
MB,0.5493640004705515,0.97,0.1,0.4,1913,42
MF,0.01976228221726674,0.97,0.1,0.4,1913,42
IL,0.5950394829742878,0.81,0.2,0.4,1914,47
MB,0.5174041070800612,0.81,0.2,0.4,1914,47
MF,0.11674026006673066,0.81,0.2,0.4,1914,47
IL,0.5948550494468972,0.41,0.1,0.4,1915,48
MB,0.37002301178649705,0.41,0.1,0.4,1915,48
MF,0.2878933893865488,0.41,0.1,0.4,1915,48
IL,0.5950805570538225,0.09,0.1,0.4,1916,44
MB,0.40508219921534466,0.09,0.1,0.4,1916,44
MF,0.45055077591682713,0.09,0.1,0.4,1916,44
IL,0.5949172473124847,0.8,0.2,0.4,1917,47
MB,0.40304976593007885,0.8,0.2,0.4,1917,47
MF,0.11551972612184673,0.8,0.2,0.4,1917,47
IL,0.5949361652826018,0.05,0.3,0.4,1918,51
MB,0.42550554090899095,0.05,0.3,0.4,1918,51
MF,0.6904245511118371,0.05,0.3,0.4,1918,51
IL,0.5951209495726152,0.07,0.1,0.4,1919,48
MB,0.5570561271973704,0.07,0.1,0.4,1919,48
MF,0.6089944563436492,0.07,0.1,0.4,1919,48
IL,0.5943786747081607,0.05,0.3,0.4,1920,45
MB,0.3237544264624264,0.05,0.3,0.4,1920,45
MF,0.5905883240930412,0.05,0.3,0.4,1920,45
IL,0.5947031692580724,0.21,0.3,0.4,1921,43
MB,0.16049864161969662,0.21,0.3,0.4,1921,43
MF,0.3626796352771262,0.21,0.3,0.4,1921,43
IL,0.5951146118834726,0.08,0.2,0.4,1922,45
MB,0.2988827526292802,0.08,0.2,0.4,1922,45
MF,0.4652475424652703,0.08,0.2,0.4,1922,45
IL,0.5953452395685929,0.96,0.2,0.4,1923,43
MB,0.5588968711681095,0.96,0.2,0.4,1923,43
MF,0.03523502099207981,0.96,0.2,0.4,1923,43
IL,0.5952486047970426,0.9,0.1,0.4,1924,46
MB,0.586051326627129,0.9,0.1,0.4,1924,46
MF,0.09091415806587634,0.9,0.1,0.4,1924,46
IL,0.5954021546994084,0.08,0.2,0.4,1925,51
MB,0.44130144751803746,0.08,0.2,0.4,1925,51
MF,0.5868162533549172,0.08,0.2,0.4,1925,51
IL,0.5949356726166316,0.5,0.3,0.4,1926,47
MB,0.345122629199826,0.5,0.3,0.4,1926,47
MF,0.32163330132977186,0.5,0.3,0.4,1926,47
IL,0.5949415386857915,0.36,0.3,0.4,1927,47
MB,0.3096952165558261,0.36,0.3,0.4,1927,47
MF,0.37333331957566634,0.36,0.3,0.4,1927,47
IL,0.5945452122367441,0.06,0.2,0.4,1928,49
MB,0.45103360259555236,0.06,0.2,0.4,1928,49
MF,0.6205155366930069,0.06,0.2,0.4,1928,49
IL,0.5944203007375997,0.85,0.2,0.4,1929,51
MB,0.19838829516523282,0.85,0.2,0.4,1929,51
MF,0.06606132293054764,0.85,0.2,0.4,1929,51
IL,0.5950955538701903,1.0,0.3,0.4,1930,49
MB,0.5856351352429545,1.0,0.3,0.4,1930,49
MF,0.014278160500303455,1.0,0.3,0.4,1930,49
IL,0.5952551155836397,0.47,0.3,0.4,1931,47
MB,0.4841221648341676,0.47,0.3,0.4,1931,47
MF,0.41052763846625373,0.47,0.3,0.4,1931,47
IL,0.595037890639275,0.77,0.2,0.4,1932,49
MB,0.35248138412080027,0.77,0.2,0.4,1932,49
MF,0.12796455095049136,0.77,0.2,0.4,1932,49
IL,0.5952052384388691,0.85,0.2,0.4,1933,45
MB,0.5655427342654208,0.85,0.2,0.4,1933,45
MF,0.11135683290946258,0.85,0.2,0.4,1933,45
IL,0.5949711560810461,0.79,0.2,0.4,1934,51
MB,0.5479419666747702,0.79,0.2,0.4,1934,51
MF,0.1447901755327277,0.79,0.2,0.4,1934,51
IL,0.5946590943006403,0.2,0.2,0.4,1935,49
MB,0.3631016332339839,0.2,0.2,0.4,1935,49
MF,0.4590417280602053,0.2,0.2,0.4,1935,49
IL,0.5945534479249861,0.31,0.2,0.4,1936,49
MB,0.20921201440055476,0.31,0.2,0.4,1936,49
MF,0.28466401030187305,0.31,0.2,0.4,1936,49
IL,0.5952641620996355,0.79,0.2,0.4,1937,45
MB,0.595821511986928,0.79,0.2,0.4,1937,45
MF,0.16293687163413886,0.79,0.2,0.4,1937,45
IL,0.5955389146305403,0.01,0.3,0.4,1938,47
MB,0.6224199874860253,0.01,0.3,0.4,1938,47
MF,0.9126279899683998,0.01,0.3,0.4,1938,47
IL,0.5949773717477432,0.84,0.1,0.4,1939,44
MB,0.47602538747858314,0.84,0.1,0.4,1939,44
MF,0.08119432052138408,0.84,0.1,0.4,1939,44
IL,0.5950555310805792,0.76,0.1,0.4,1940,48
MB,0.5150628028819811,0.76,0.1,0.4,1940,48
MF,0.15808987794622495,0.76,0.1,0.4,1940,48
IL,0.5950000834281618,0.74,0.3,0.4,1941,45
MB,0.4719765991282734,0.74,0.3,0.4,1941,45
MF,0.20625641413518347,0.74,0.3,0.4,1941,45
IL,0.594870528285178,0.86,0.3,0.4,1942,49
MB,0.4844967604562088,0.86,0.3,0.4,1942,49
MF,0.12695278513654978,0.86,0.3,0.4,1942,49
IL,0.5950078362245895,0.74,0.3,0.4,1943,51
MB,0.4282246694773833,0.74,0.3,0.4,1943,51
MF,0.18611838866930802,0.74,0.3,0.4,1943,51
IL,0.595263700875209,0.84,0.1,0.4,1944,50
MB,0.512274889642065,0.84,0.1,0.4,1944,50
MF,0.09195038457261219,0.84,0.1,0.4,1944,50
IL,0.5947866033692648,0.3,0.1,0.4,1945,48
MB,0.6092909714939642,0.3,0.1,0.4,1945,48
MF,0.477277103556413,0.3,0.1,0.4,1945,48
IL,0.5947685171636278,0.1,0.3,0.4,1946,45
MB,0.16434028030801398,0.1,0.3,0.4,1946,45
MF,0.41796787031939336,0.1,0.3,0.4,1946,45
IL,0.5952236196123144,0.16,0.3,0.4,1947,43
MB,0.3976744449430763,0.16,0.3,0.4,1947,43
MF,0.5876613182942245,0.16,0.3,0.4,1947,43
IL,0.5951714814685459,0.32,0.3,0.4,1948,45
MB,0.4070377636639246,0.32,0.3,0.4,1948,45
MF,0.4834504489204162,0.32,0.3,0.4,1948,45
IL,0.595040881225396,0.88,0.3,0.4,1949,45
MB,0.5647388997654449,0.88,0.3,0.4,1949,45
MF,0.09690217619355862,0.88,0.3,0.4,1949,45
IL,0.5951661583281613,0.78,0.1,0.4,1950,44
MB,0.6457522786716876,0.78,0.1,0.4,1950,44
MF,0.1703757854689203,0.78,0.1,0.4,1950,44
IL,0.594801486360858,0.78,0.1,0.4,1951,50
MB,0.5121499006835247,0.78,0.1,0.4,1951,50
MF,0.11464748124316518,0.78,0.1,0.4,1951,50
IL,0.5946006644274198,0.32,0.3,0.4,1952,51
MB,0.025472216862130064,0.32,0.3,0.4,1952,51
MF,0.23860518280569004,0.32,0.3,0.4,1952,51
IL,0.5949655764118164,0.88,0.3,0.4,1953,51
MB,0.3768039438264845,0.88,0.3,0.4,1953,51
MF,0.097562999497085,0.88,0.3,0.4,1953,51
IL,0.5953305594430646,0.1,0.3,0.4,1954,51
MB,0.3465864048553785,0.1,0.3,0.4,1954,51
MF,0.5871731961748479,0.1,0.3,0.4,1954,51
IL,0.5943700859310462,0.17,0.2,0.4,1955,51
MB,0.23556086125934347,0.17,0.2,0.4,1955,51
MF,0.359253231822547,0.17,0.2,0.4,1955,51
IL,0.595162936812341,0.17,0.2,0.4,1956,45
MB,0.48620102466445925,0.17,0.2,0.4,1956,45
MF,0.5638744186138149,0.17,0.2,0.4,1956,45
IL,0.5949576550398757,0.25,0.1,0.4,1957,46
MB,0.4592338398305258,0.25,0.1,0.4,1957,46
MF,0.4199586575289076,0.25,0.1,0.4,1957,46
IL,0.5943430020765068,0.33,0.2,0.4,1958,43
MB,0.23255562612210792,0.33,0.2,0.4,1958,43
MF,0.2861917299754087,0.33,0.2,0.4,1958,43
IL,0.5949753468472427,0.89,0.2,0.4,1959,43
MB,0.5652772000398186,0.89,0.2,0.4,1959,43
MF,0.08782264665929035,0.89,0.2,0.4,1959,43
IL,0.5949583640134174,0.0,0.2,0.4,1960,43
MB,0.787867887869448,0.0,0.2,0.4,1960,43
MF,0.9853005027029341,0.0,0.2,0.4,1960,43
IL,0.5948058994989378,0.51,0.2,0.4,1961,51
MB,0.312653296346299,0.51,0.2,0.4,1961,51
MF,0.24584352586619507,0.51,0.2,0.4,1961,51
IL,0.5951308557287053,0.93,0.3,0.4,1962,47
MB,0.5760134343566381,0.93,0.3,0.4,1962,47
MF,0.06353654038366627,0.93,0.3,0.4,1962,47
IL,0.5950042598556631,0.29,0.3,0.4,1963,47
MB,0.33717735880820243,0.29,0.3,0.4,1963,47
MF,0.4335238633575261,0.29,0.3,0.4,1963,47
IL,0.5948409473668815,0.19,0.2,0.4,1964,49
MB,0.3769765204042604,0.19,0.2,0.4,1964,49
MF,0.4618562468431763,0.19,0.2,0.4,1964,49
IL,0.5948288666612183,0.51,0.2,0.4,1965,45
MB,0.43342629095642715,0.51,0.2,0.4,1965,45
MF,0.34541414542002896,0.51,0.2,0.4,1965,45
IL,0.5946776416992734,0.63,0.1,0.4,1966,46
MB,0.38650928879569735,0.63,0.1,0.4,1966,46
MF,0.17759650610770955,0.63,0.1,0.4,1966,46
IL,0.5950641071601903,0.75,0.2,0.4,1967,43
MB,0.44266546224402337,0.75,0.2,0.4,1967,43
MF,0.1648302203108424,0.75,0.2,0.4,1967,43
IL,0.5949900427575663,0.14,0.3,0.4,1968,49
MB,0.18423928320929195,0.14,0.3,0.4,1968,49
MF,0.42287128043500244,0.14,0.3,0.4,1968,49
IL,0.5951982107860339,0.78,0.3,0.4,1969,43
MB,0.5104808908378599,0.78,0.3,0.4,1969,43
MF,0.17871815901374763,0.78,0.3,0.4,1969,43
IL,0.5953329672247257,0.88,0.1,0.4,1970,42
MB,0.6857631777340156,0.88,0.1,0.4,1970,42
MF,0.11962883795801502,0.88,0.1,0.4,1970,42
IL,0.5952430151699117,0.24,0.2,0.4,1971,47
MB,0.35517100795502726,0.24,0.2,0.4,1971,47
MF,0.40626429047589635,0.24,0.2,0.4,1971,47
IL,0.5942325600389737,0.16,0.1,0.4,1972,44
MB,0.38974733264524514,0.16,0.1,0.4,1972,44
MF,0.3992350942260005,0.16,0.1,0.4,1972,44
IL,0.5951841488783932,0.32,0.1,0.4,1973,42
MB,0.5507224715746781,0.32,0.1,0.4,1973,42
MF,0.44350547221252173,0.32,0.1,0.4,1973,42
IL,0.5938326816724558,0.1,0.1,0.4,1974,42
MB,0.30543484265767606,0.1,0.1,0.4,1974,42
MF,0.36657352760905365,0.1,0.1,0.4,1974,42
IL,0.5954068740568212,0.16,0.1,0.4,1975,50
MB,0.6448004935679477,0.16,0.1,0.4,1975,50
MF,0.6118130021111251,0.16,0.1,0.4,1975,50
IL,0.5949644179443468,0.62,0.2,0.4,1976,47
MB,0.41472836864085383,0.62,0.2,0.4,1976,47
MF,0.2578127323948199,0.62,0.2,0.4,1976,47
IL,0.595833592493162,0.74,0.1,0.4,1977,42
MB,0.6363663473402543,0.74,0.1,0.4,1977,42
MF,0.198599000999001,0.74,0.1,0.4,1977,42
IL,0.595443737781052,0.18,0.1,0.4,1978,48
MB,0.5293052259847748,0.18,0.1,0.4,1978,48
MF,0.505531021679726,0.18,0.1,0.4,1978,48
IL,0.5949081542389598,0.84,0.3,0.4,1979,43
MB,0.3876712890037102,0.84,0.3,0.4,1979,43
MF,0.1188095270653388,0.84,0.3,0.4,1979,43
IL,0.5950213942083665,0.52,0.3,0.4,1980,49
MB,0.41417697468777015,0.52,0.3,0.4,1980,49
MF,0.34111100123859167,0.52,0.3,0.4,1980,49
IL,0.595205912179196,0.21,0.1,0.4,1981,50
MB,0.39101761445405275,0.21,0.1,0.4,1981,50
MF,0.39189873394570024,0.21,0.1,0.4,1981,50
IL,0.5953569765533077,0.69,0.1,0.4,1982,48
MB,0.748058948315986,0.69,0.1,0.4,1982,48
MF,0.25621507936507937,0.69,0.1,0.4,1982,48
IL,0.5946817119604464,0.05,0.1,0.4,1983,42
MB,0.5002409356171464,0.05,0.1,0.4,1983,42
MF,0.5723978266354194,0.05,0.1,0.4,1983,42
IL,0.5948773348514452,0.13,0.2,0.4,1984,47
MB,0.35901871420280984,0.13,0.2,0.4,1984,47
MF,0.4861531745527718,0.13,0.2,0.4,1984,47
IL,0.59502093901884,0.21,0.1,0.4,1985,44
MB,0.43463505636269445,0.21,0.1,0.4,1985,44
MF,0.426981847310452,0.21,0.1,0.4,1985,44
IL,0.5949378129506118,0.23,0.3,0.4,1986,49
MB,0.19389624225735821,0.23,0.3,0.4,1986,49
MF,0.3952952207080108,0.23,0.3,0.4,1986,49
IL,0.5950831823081091,0.99,0.3,0.4,1987,49
MB,0.5768507121287755,0.99,0.3,0.4,1987,49
MF,-0.021587107783857012,0.99,0.3,0.4,1987,49
IL,0.5952345644345751,0.67,0.1,0.4,1988,50
MB,0.6728519264695493,0.67,0.1,0.4,1988,50
MF,0.2307061361517838,0.67,0.1,0.4,1988,50
IL,0.5949011611380217,0.97,0.3,0.4,1989,51
MB,0.5408775745853641,0.97,0.3,0.4,1989,51
MF,0.02679694146455689,0.97,0.3,0.4,1989,51
IL,0.595330798904964,0.09,0.3,0.4,1990,43
MB,0.36666112765411374,0.09,0.3,0.4,1990,43
MF,0.6146783280442676,0.09,0.3,0.4,1990,43
IL,0.5950603461904886,0.65,0.3,0.4,1991,49
MB,0.49863404124667365,0.65,0.3,0.4,1991,49
MF,0.28713055791891523,0.65,0.3,0.4,1991,49
IL,0.595112197384122,0.97,0.3,0.4,1992,45
MB,0.4532748835440082,0.97,0.3,0.4,1992,45
MF,0.019309187719957863,0.97,0.3,0.4,1992,45
IL,0.5936717425788534,0.43,0.1,0.4,1993,42
MB,0.2700087552809753,0.43,0.1,0.4,1993,42
MF,0.2157982534579576,0.43,0.1,0.4,1993,42
IL,0.595514397143087,0.95,0.1,0.4,1994,48
MB,0.7436787171723188,0.95,0.1,0.4,1994,48
MF,0.020903780331002927,0.95,0.1,0.4,1994,48
IL,0.5953436870286344,0.55,0.2,0.4,1995,47
MB,0.42065746487659744,0.55,0.2,0.4,1995,47
MF,0.25621704900875786,0.55,0.2,0.4,1995,47
IL,0.59534472450703,0.67,0.1,0.4,1996,44
MB,0.5150557118885917,0.67,0.1,0.4,1996,44
MF,0.2108050160382474,0.67,0.1,0.4,1996,44
IL,0.5949508514824194,0.58,0.3,0.4,1997,47
MB,0.4615194324729526,0.58,0.3,0.4,1997,47
MF,0.3162810528606652,0.58,0.3,0.4,1997,47
IL,0.5944863846078535,0.04,0.2,0.4,1998,43
MB,0.43432169551220084,0.04,0.2,0.4,1998,43
MF,0.6155668858820251,0.04,0.2,0.4,1998,43
IL,0.5953722407070834,0.12,0.1,0.4,1999,46
MB,0.5974372543588237,0.12,0.1,0.4,1999,46
MF,0.6131648027266002,0.12,0.1,0.4,1999,46
IL,0.5950610065429851,0.68,0.2,0.4,2000,49
MB,0.4837186556024626,0.68,0.2,0.4,2000,49
MF,0.22988253238918846,0.68,0.2,0.4,2000,49
IL,0.5950838033949746,0.42,0.2,0.4,2001,43
MB,0.5084130008212423,0.42,0.2,0.4,2001,43
MF,0.4230727079737817,0.42,0.2,0.4,2001,43
IL,0.5952991008052415,0.66,0.2,0.4,2002,45
MB,0.5120212882740326,0.66,0.2,0.4,2002,45
MF,0.21226517684621085,0.66,0.2,0.4,2002,45
IL,0.5952862292120421,0.54,0.1,0.4,2003,46
MB,0.5235298393080339,0.54,0.1,0.4,2003,46
MF,0.27831996779801355,0.54,0.1,0.4,2003,46
IL,0.5950602727427654,0.94,0.2,0.4,2004,49
MB,0.38526514998517314,0.94,0.2,0.4,2004,49
MF,0.04544474381128441,0.94,0.2,0.4,2004,49
IL,0.5951129264699428,0.66,0.2,0.4,2005,51
MB,0.5927370073843735,0.66,0.2,0.4,2005,51
MF,0.23875993228993228,0.66,0.2,0.4,2005,51
IL,0.594830688954195,0.66,0.2,0.4,2006,50
MB,0.3673280185216829,0.66,0.2,0.4,2006,50
MF,0.19349878416138258,0.66,0.2,0.4,2006,50
IL,0.5946841171735213,0.54,0.1,0.4,2007,47
MB,0.3924636936882291,0.54,0.1,0.4,2007,47
MF,0.22197919628982776,0.54,0.1,0.4,2007,47
IL,0.5950131092914163,0.94,0.2,0.4,2008,48
MB,0.5146340010938003,0.94,0.2,0.4,2008,48
MF,0.04539077422577423,0.94,0.2,0.4,2008,48
IL,0.5952350404952247,0.66,0.2,0.4,2009,44
MB,0.5015959637542132,0.66,0.2,0.4,2009,44
MF,0.2556072708709698,0.66,0.2,0.4,2009,44
IL,0.5949382503362005,0.42,0.2,0.4,2010,42
MB,0.40267762434567617,0.42,0.2,0.4,2010,42
MF,0.34936529377281933,0.42,0.2,0.4,2010,42
IL,0.595178236144563,0.68,0.2,0.4,2011,48
MB,0.5632020818651228,0.68,0.2,0.4,2011,48
MF,0.2513405787154335,0.68,0.2,0.4,2011,48
IL,0.5952593380679222,0.12,0.1,0.4,2012,47
MB,0.5660796758911337,0.12,0.1,0.4,2012,47
MF,0.5868356647548117,0.12,0.1,0.4,2012,47
IL,0.595153144117072,0.04,0.2,0.4,2013,42
MB,0.39627141418529427,0.04,0.2,0.4,2013,42
MF,0.5661200480071685,0.04,0.2,0.4,2013,42
IL,0.5949847792427418,0.58,0.3,0.4,2014,46
MB,0.45922771428186004,0.58,0.3,0.4,2014,46
MF,0.3381786722099928,0.58,0.3,0.4,2014,46
IL,0.5950700203278572,0.67,0.1,0.4,2015,45
MB,0.34654595101507374,0.67,0.1,0.4,2015,45
MF,0.14152566061576152,0.67,0.1,0.4,2015,45
IL,0.5945166549008986,0.95,0.1,0.4,2016,49
MB,0.4692350859201394,0.95,0.1,0.4,2016,49
MF,0.02271446601418797,0.95,0.1,0.4,2016,49
IL,0.5951793101690016,0.55,0.2,0.4,2017,46
MB,0.6190243187252268,0.55,0.2,0.4,2017,46
MF,0.35997661307218526,0.55,0.2,0.4,2017,46
IL,0.5950319318600634,0.43,0.1,0.4,2018,43
MB,0.3727458247610198,0.43,0.1,0.4,2018,43
MF,0.2628270702677187,0.43,0.1,0.4,2018,43
IL,0.5953036780857848,0.97,0.3,0.4,2019,44
MB,0.5131996430939927,0.97,0.3,0.4,2019,44
MF,0.038627039627039624,0.97,0.3,0.4,2019,44
IL,0.5949783544746117,0.65,0.3,0.4,2020,48
MB,0.5642769426947227,0.65,0.3,0.4,2020,48
MF,0.29407009021633285,0.65,0.3,0.4,2020,48
IL,0.5950906565841717,0.09,0.3,0.4,2021,42
MB,0.3836284225777299,0.09,0.3,0.4,2021,42
MF,0.6313874745379011,0.09,0.3,0.4,2021,42
