strategy,count,delta,lambda,kappa,sim
MB,3.930960548885077,0.0,0.4,0.7000000000000001,702
MF,112.55,0.0,0.4,0.7000000000000001,702
IL,41.6896,0.7000000000000001,0.4,0.5,703
MB,68.0772,0.7000000000000001,0.4,0.5,703
MF,10.2332,0.7000000000000001,0.4,0.5,703
IL,8.2592,0.0,0.5,0.30000000000000004,704
MB,3.5723684210526314,0.0,0.5,0.30000000000000004,704
MF,108.2656,0.0,0.5,0.30000000000000004,704
IL,40.35,0.2,0.1,0.30000000000000004,705
MB,45.2916,0.2,0.1,0.30000000000000004,705
MF,34.3584,0.2,0.1,0.30000000000000004,705
IL,73.6964,0.30000000000000004,0.6000000000000001,0.2,706
MB,5.028735632183908,0.30000000000000004,0.6000000000000001,0.2,706
MF,41.4036,0.30000000000000004,0.6000000000000001,0.2,706
IL,61.5356,0.1,0.5,0.1,707
MB,3.833808553971487,0.1,0.5,0.1,707
MF,54.6996,0.1,0.5,0.1,707
IL,13.4672,0.1,0.7000000000000001,0.5,708
MB,2.4934152765583844,0.1,0.7000000000000001,0.5,708
MF,104.2608,0.1,0.7000000000000001,0.5,708
IL,4.979183673469388,0.4,0.7000000000000001,0.9,709
MB,3.30062893081761,0.4,0.7000000000000001,0.9,709
MF,111.9716,0.4,0.7000000000000001,0.9,709
IL,12.5132,0.2,0.8,0.7000000000000001,710
MB,3.3693379790940767,0.2,0.8,0.7000000000000001,710
MF,104.3924,0.2,0.8,0.7000000000000001,710
IL,110.27,1.0,0.7000000000000001,0.0,711
MB,4.625203915171289,1.0,0.7000000000000001,0.0,711
MF,5.1936,1.0,0.7000000000000001,0.0,711
IL,9.8688,1.0,0.0,0.4,712
MB,102.3304,1.0,0.0,0.4,712
MF,7.8008,1.0,0.0,0.4,712
IL,5.2208,0.30000000000000004,0.7000000000000001,1.0,713
MB,4.431071276141699,0.30000000000000004,0.7000000000000001,1.0,713
MF,110.6264,0.30000000000000004,0.7000000000000001,1.0,713
IL,14.5876,0.2,0.1,0.4,714
MB,27.3924,0.2,0.1,0.4,714
MF,78.02,0.2,0.1,0.4,714
IL,27.8468,0.6000000000000001,0.1,0.30000000000000004,715
MB,75.2736,0.6000000000000001,0.1,0.30000000000000004,715
MF,16.8796,0.6000000000000001,0.1,0.30000000000000004,715
IL,4.004635482511588,0.1,0.1,1.0,716
MB,53.5252,0.1,0.1,1.0,716
MF,62.6736,0.1,0.1,1.0,716
IL,7.4616,0.2,0.0,0.30000000000000004,717
MB,98.9908,0.2,0.0,0.30000000000000004,717
MF,13.5476,0.2,0.0,0.30000000000000004,717
IL,6.244,0.0,0.4,0.30000000000000004,718
MB,6.601758793969849,0.0,0.4,0.30000000000000004,718
MF,107.45,0.0,0.4,0.30000000000000004,718
IL,8.6,0.2,1.0,0.6000000000000001,719
MB,2.577639751552795,0.2,1.0,0.6000000000000001,719
MF,109.076,0.2,1.0,0.6000000000000001,719
IL,11.7624,0.7000000000000001,0.9,0.7000000000000001,720
MB,3.45385266723116,0.7000000000000001,0.9,0.7000000000000001,720
MF,104.9744,0.7000000000000001,0.9,0.7000000000000001,720
IL,8.941907051282051,0.4,0.5,0.9,721
MB,5.6416,0.4,0.5,0.9,721
MF,105.4308,0.4,0.5,0.9,721
IL,4.476791530944626,0.30000000000000004,1.0,1.0,722
MB,2.8853476821192054,0.30000000000000004,1.0,1.0,722
MF,112.8136,0.30000000000000004,1.0,1.0,722
IL,16.372,0.2,0.2,0.5,723
MB,23.3772,0.2,0.2,0.5,723
MF,80.2508,0.2,0.2,0.5,723
IL,37.5108,0.1,0.8,0.30000000000000004,724
MB,3.5540201005025125,0.1,0.8,0.30000000000000004,724
MF,79.0944,0.1,0.8,0.30000000000000004,724
IL,26.3572,0.8,0.6000000000000001,0.7000000000000001,725
MB,9.6776,0.8,0.6000000000000001,0.7000000000000001,725
MF,83.9652,0.8,0.6000000000000001,0.7000000000000001,725
IL,5.5564,0.9,0.4,0.9,726
MB,11.164,0.9,0.4,0.9,726
MF,103.2796,0.9,0.4,0.9,726
IL,109.0424,0.8,0.7000000000000001,0.1,727
MB,4.6784,0.8,0.7000000000000001,0.1,727
MF,6.2792,0.8,0.7000000000000001,0.1,727
IL,6.7352,0.1,0.5,0.7000000000000001,728
MB,6.0608,0.1,0.5,0.7000000000000001,728
MF,107.204,0.1,0.5,0.7000000000000001,728
IL,29.2976,1.0,0.3,0.5,729
MB,37.3456,1.0,0.3,0.5,729
MF,53.3568,1.0,0.3,0.5,729
IL,4.550658978583196,0.0,0.6000000000000001,0.5,730
MB,5.180008126777732,0.0,0.6000000000000001,0.5,730
MF,110.4812,0.0,0.6000000000000001,0.5,730
IL,19.3516,0.6000000000000001,0.7000000000000001,0.8,731
MB,4.575681341719077,0.6000000000000001,0.7000000000000001,0.8,731
MF,96.2832,0.6000000000000001,0.7000000000000001,0.8,731
IL,16.1212,0.1,1.0,0.2,732
MB,3.140927510130572,0.1,1.0,0.2,732
MF,101.0884,0.1,1.0,0.2,732
IL,20.7432,0.6000000000000001,0.0,0.30000000000000004,733
MB,90.374,0.6000000000000001,0.0,0.30000000000000004,733
MF,8.8828,0.6000000000000001,0.0,0.30000000000000004,733
IL,83.61,0.8,0.5,0.5,734
MB,9.947136563876652,0.8,0.5,0.5,734
MF,26.4548,0.8,0.5,0.5,734
IL,4.8152,0.5,0.6000000000000001,0.9,735
MB,3.44322960470984,0.5,0.6000000000000001,0.9,735
MF,111.9096,0.5,0.6000000000000001,0.9,735
IL,34.0052,0.30000000000000004,0.1,0.2,736
MB,61.9284,0.30000000000000004,0.1,0.2,736
MF,24.0664,0.30000000000000004,0.1,0.2,736
IL,89.9868,1.0,1.0,0.5,737
MB,4.867455138662317,1.0,1.0,0.5,737
MF,25.2392,1.0,1.0,0.5,737
IL,109.224,0.5,0.30000000000000004,0.0,738
MB,4.566543057272352,0.5,0.30000000000000004,0.0,738
MF,6.3428,0.5,0.30000000000000004,0.0,738
IL,105.9652,0.30000000000000004,0.4,0.0,739
MB,7.184,0.30000000000000004,0.4,0.0,739
MF,7.211368421052631,0.30000000000000004,0.4,0.0,739
IL,21.72,0.5,0.4,0.5,740
MB,16.2884,0.5,0.4,0.5,740
MF,81.9916,0.5,0.4,0.5,740
IL,19.066,0.30000000000000004,0.6000000000000001,0.6000000000000001,741
MB,2.930388219544846,0.30000000000000004,0.6000000000000001,0.6000000000000001,741
MF,98.3072,0.30000000000000004,0.6000000000000001,0.6000000000000001,741
IL,4.065696465696465,0.8,0.0,1.0,742
MB,109.6664,0.8,0.0,1.0,742
MF,6.4224,0.8,0.0,1.0,742
IL,107.5472,0.6000000000000001,0.4,0.0,743
MB,4.1062165500205845,0.6000000000000001,0.4,0.0,743
MF,8.517713365539452,0.6000000000000001,0.4,0.0,743
IL,96.9628,0.6000000000000001,1.0,0.30000000000000004,744
MB,3.667496886674969,0.6000000000000001,1.0,0.30000000000000004,744
MF,19.5032,0.6000000000000001,1.0,0.30000000000000004,744
IL,96.114,0.8,0.6000000000000001,0.4,745
MB,8.7424,0.8,0.6000000000000001,0.4,745
MF,15.1436,0.8,0.6000000000000001,0.4,745
IL,90.3244,0.8,0.2,0.2,746
MB,24.8608,0.8,0.2,0.2,746
MF,4.927138763814981,0.8,0.2,0.2,746
IL,11.839342948717949,0.5,1.0,0.7000000000000001,747
MB,2.825657894736842,0.5,1.0,0.7000000000000001,747
MF,105.4308,0.5,1.0,0.7000000000000001,747
IL,17.2188,1.0,0.4,0.7000000000000001,748
MB,6.011470708725932,1.0,0.4,0.7000000000000001,748
MF,96.9116,1.0,0.4,0.7000000000000001,748
IL,40.7976,0.6000000000000001,0.1,0.2,749
MB,70.6456,0.6000000000000001,0.1,0.2,749
MF,8.591164658634538,0.6000000000000001,0.1,0.2,749
IL,106.4704,0.7000000000000001,0.5,0.1,750
MB,4.839108910891089,0.7000000000000001,0.5,0.1,750
MF,8.841136454581832,0.7000000000000001,0.5,0.1,750
IL,4.225081699346405,0.5,0.1,1.0,751
MB,33.2048,0.5,0.1,1.0,751
MF,82.658,0.5,0.1,1.0,751
IL,2.9657047260560434,0.0,0.5,0.9,752
MB,5.245351657235247,0.0,0.5,0.9,752
MF,111.9728,0.0,0.5,0.9,752
IL,4.1952,0.0,0.2,0.30000000000000004,753
MB,10.753167143440947,0.0,0.2,0.30000000000000004,753
MF,105.2796,0.0,0.2,0.30000000000000004,753
IL,8.6924,0.1,0.4,0.5,754
MB,8.0384,0.1,0.4,0.5,754
MF,103.2692,0.1,0.4,0.5,754
IL,77.9504,0.2,0.5,0.2,755
MB,5.042282430213465,0.2,0.5,0.2,755
MF,37.1364,0.2,0.5,0.2,755
IL,4.7976,0.6000000000000001,0.0,0.6000000000000001,756
MB,99.1012,0.6000000000000001,0.0,0.6000000000000001,756
MF,16.1012,0.6000000000000001,0.0,0.6000000000000001,756
IL,102.5624,1.0,0.4,0.2,757
MB,8.57589106928314,1.0,0.4,0.2,757
MF,8.872,1.0,0.4,0.2,757
IL,26.0936,0.0,0.30000000000000004,0.1,758
MB,5.20169133192389,0.0,0.30000000000000004,0.1,758
MF,88.9856,0.0,0.30000000000000004,0.1,758
IL,28.74,0.4,0.9,0.6000000000000001,759
MB,4.937423811458757,0.4,0.9,0.6000000000000001,759
MF,86.3996,0.4,0.9,0.6000000000000001,759
IL,32.3132,0.2,1.0,0.30000000000000004,760
MB,3.2528533801580335,0.2,1.0,0.30000000000000004,760
MF,84.7228,0.2,1.0,0.30000000000000004,760
IL,6.5576,0.6000000000000001,1.0,1.0,761
MB,2.7470187393526406,0.6000000000000001,1.0,1.0,761
MF,110.8624,0.6000000000000001,1.0,1.0,761
IL,61.1056,0.0,0.7000000000000001,0.0,762
MB,3.6460425873844917,0.0,0.7000000000000001,0.0,762
MF,55.2644,0.0,0.7000000000000001,0.0,762
IL,102.8848,1.0,0.1,0.0,763
MB,10.1896,1.0,0.1,0.0,763
MF,6.9256,1.0,0.1,0.0,763
IL,37.136,0.2,0.0,0.0,764
MB,58.3668,0.2,0.0,0.0,764
MF,24.4972,0.2,0.0,0.0,764
IL,108.6508,0.5,1.0,0.2,765
MB,2.709519934906428,0.5,1.0,0.2,765
MF,8.6852,0.5,1.0,0.2,765
IL,10.006,0.30000000000000004,0.30000000000000004,0.7000000000000001,766
MB,7.0608,0.30000000000000004,0.30000000000000004,0.7000000000000001,766
MF,102.9332,0.30000000000000004,0.30000000000000004,0.7000000000000001,766
IL,100.66,0.9,0.7000000000000001,0.4,767
MB,8.084281500210704,0.9,0.7000000000000001,0.4,767
MF,11.6664,0.9,0.7000000000000001,0.4,767
IL,10.850400337126,0.0,0.8,0.2,768
MB,3.335619201290843,0.0,0.8,0.2,768
MF,106.3932,0.0,0.8,0.2,768
IL,6.944,1.0,0.3,0.7000000000000001,769
MB,9.2456,1.0,0.3,0.7000000000000001,769
MF,103.8104,1.0,0.3,0.7000000000000001,769
IL,110.0648,0.7000000000000001,1.0,0.2,770
MB,2.4148510449088483,0.7000000000000001,1.0,0.2,770
MF,7.7628,0.7000000000000001,1.0,0.2,770
IL,17.8876,0.1,0.30000000000000004,0.5,771
MB,7.5436,0.1,0.30000000000000004,0.5,771
MF,94.5688,0.1,0.30000000000000004,0.5,771
IL,11.513621794871796,0.6000000000000001,0.30000000000000004,0.8,772
MB,13.1296,0.6000000000000001,0.30000000000000004,0.8,772
MF,95.3752,0.6000000000000001,0.30000000000000004,0.8,772
IL,95.076,1.0,0.2,0.1,773
MB,19.4184,1.0,0.2,0.1,773
MF,5.5056,1.0,0.2,0.1,773
IL,85.2684,0.2,1.0,0.1,774
MB,3.0255102040816326,0.2,1.0,0.1,774
MF,31.8852,0.2,1.0,0.1,774
IL,73.0332,1.0,0.6000000000000001,0.5,775
MB,17.8852,1.0,0.6000000000000001,0.5,775
MF,29.0816,1.0,0.6000000000000001,0.5,775
IL,106.8484,0.8,0.4,0.1,776
MB,6.627746135069162,0.8,0.4,0.1,776
MF,6.6352,0.8,0.4,0.1,776
IL,27.0196,0.5,0.8,0.6000000000000001,777
MB,3.3196756295347845,0.5,0.8,0.6000000000000001,777
MF,89.8692,0.5,0.8,0.6000000000000001,777
IL,38.78,0.7000000000000001,0.6000000000000001,0.6000000000000001,778
MB,6.4924827305973185,0.7000000000000001,0.6000000000000001,0.6000000000000001,778
MF,74.8288,0.7000000000000001,0.6000000000000001,0.6000000000000001,778
IL,4.999578592498946,0.2,0.8,0.9,779
MB,3.4508126603934985,0.2,0.8,0.9,779
MF,112.0272,0.2,0.8,0.9,779
IL,36.286,0.30000000000000004,0.5,0.4,780
MB,11.7592,0.30000000000000004,0.5,0.4,780
MF,71.9548,0.30000000000000004,0.5,0.4,780
IL,37.0988,0.30000000000000004,0.30000000000000004,0.4,781
MB,5.837031060911658,0.30000000000000004,0.30000000000000004,0.4,781
MF,77.1132,0.30000000000000004,0.30000000000000004,0.4,781
IL,3.8356,0.7000000000000001,0.1,1.0,782
MB,15.4724,0.7000000000000001,0.1,1.0,782
MF,100.692,0.7000000000000001,0.1,1.0,782
IL,8.7608,0.2,0.30000000000000004,0.8,783
MB,7.5416,0.2,0.30000000000000004,0.8,783
MF,103.6976,0.2,0.30000000000000004,0.8,783
IL,106.0604,0.5,0.5,0.1,784
MB,3.7144664698439476,0.5,0.5,0.1,784
MF,10.4168,0.5,0.5,0.1,784
IL,5.1064,1.0,0.9,0.9,785
MB,3.764971287940935,1.0,0.9,0.9,785
MF,111.222,1.0,0.9,0.9,785
IL,97.6304,0.1,0.6000000000000001,0.0,786
MB,3.6222222222222222,0.1,0.6000000000000001,0.0,786
MF,19.1096,0.1,0.6000000000000001,0.0,786
IL,5.7492,0.0,0.9,0.6000000000000001,787
MB,2.8989983305509184,0.0,0.9,0.6000000000000001,787
MF,111.4724,0.0,0.9,0.6000000000000001,787
IL,9.7496,1.0,0.7000000000000001,0.9,788
MB,4.522306397306397,1.0,0.7000000000000001,0.9,788
MF,105.9524,1.0,0.7000000000000001,0.9,788
IL,87.3848,0.6000000000000001,0.4,0.30000000000000004,789
MB,15.5236,0.6000000000000001,0.4,0.30000000000000004,789
MF,17.0916,0.6000000000000001,0.4,0.30000000000000004,789
IL,107.9516,0.4,0.7000000000000001,0.0,790
MB,3.770348837209302,0.4,0.7000000000000001,0.0,790
MF,8.4168,0.4,0.7000000000000001,0.0,790
IL,25.3436,0.9,0.2,0.3,791
MB,87.4612,0.9,0.2,0.3,791
MF,7.1952,0.9,0.2,0.3,791
IL,65.6476,0.30000000000000004,0.30000000000000004,0.30000000000000004,792
MB,5.146677810279983,0.30000000000000004,0.30000000000000004,0.30000000000000004,792
MF,49.426,0.30000000000000004,0.30000000000000004,0.30000000000000004,792
IL,99.3204,0.30000000000000004,0.9,0.2,793
MB,3.917596566523605,0.30000000000000004,0.9,0.2,793
MF,17.0284,0.30000000000000004,0.9,0.2,793
IL,5.836072482090181,0.1,0.5,0.8,794
MB,6.087761674718196,0.1,0.5,0.8,794
MF,108.4116,0.1,0.5,0.8,794
IL,3.4832915622389304,0.0,0.4,0.4,795
MB,4.509548963835839,0.0,0.4,0.4,795
MF,112.2252,0.0,0.4,0.4,795
IL,5.1244,0.0,0.0,0.30000000000000004,796
MB,27.0968,0.0,0.0,0.30000000000000004,796
MF,87.7788,0.0,0.0,0.30000000000000004,796
IL,43.6392,0.2,0.4,0.30000000000000004,797
MB,12.06176351076798,0.2,0.4,0.30000000000000004,797
MF,64.4872,0.2,0.4,0.30000000000000004,797
IL,14.8636,0.2,0.5,0.6000000000000001,798
MB,5.355300859598854,0.2,0.5,0.6000000000000001,798
MF,99.9032,0.2,0.5,0.6000000000000001,798
IL,5.5592,0.9,0.6000000000000001,0.8,799
MB,6.557835006547359,0.9,0.6000000000000001,0.8,799
MF,108.4312,0.9,0.6000000000000001,0.8,799
IL,5.100961538461538,0.1,0.9,1.0,800
MB,2.590713671539123,0.1,0.9,1.0,800
MF,112.4968,0.1,0.9,1.0,800
IL,6.578,0.1,1.0,0.7000000000000001,801
MB,4.158859470468432,0.1,1.0,0.7000000000000001,801
MF,109.338,0.1,1.0,0.7000000000000001,801
IL,102.1508,1.0,0.8,0.4,802
MB,5.807645384302562,1.0,0.8,0.4,802
MF,12.1368,1.0,0.8,0.4,802
IL,21.1964,0.1,0.8,0.6000000000000001,803
MB,3.2898230088495577,0.1,0.8,0.6000000000000001,803
MF,95.8296,0.1,0.8,0.6000000000000001,803
IL,5.394,0.5,0.30000000000000004,0.9,804
MB,9.78,0.5,0.30000000000000004,0.9,804
MF,104.826,0.5,0.30000000000000004,0.9,804
IL,8.2828,0.30000000000000004,0.4,0.9,805
MB,8.2376,0.30000000000000004,0.4,0.9,805
MF,103.4796,0.30000000000000004,0.4,0.9,805
IL,34.0792,0.2,0.9,0.4,806
MB,3.000820344544709,0.2,0.9,0.4,806
MF,82.9944,0.2,0.9,0.4,806
IL,88.1668,0.6000000000000001,0.5,0.30000000000000004,807
MB,7.0716,0.6000000000000001,0.5,0.30000000000000004,807
MF,24.7616,0.6000000000000001,0.5,0.30000000000000004,807
IL,111.516,0.5,0.6000000000000001,0.0,808
MB,2.8985378821444394,0.5,0.6000000000000001,0.0,808
MF,6.004093327875563,0.5,0.6000000000000001,0.0,808
IL,28.092,0.8,0.7000000000000001,0.7000000000000001,809
MB,6.4992,0.8,0.7000000000000001,0.7000000000000001,809
MF,85.4088,0.8,0.7000000000000001,0.7000000000000001,809
IL,61.3088,0.7000000000000001,0.30000000000000004,0.5,810
MB,20.96,0.7000000000000001,0.30000000000000004,0.5,810
MF,37.7312,0.7000000000000001,0.30000000000000004,0.5,810
IL,108.702,0.6000000000000001,0.7000000000000001,0.1,811
MB,3.257609175121306,0.6000000000000001,0.7000000000000001,0.1,811
MF,8.344,0.6000000000000001,0.7000000000000001,0.1,811
IL,4.246015529219452,0.9,1.0,1.0,812
MB,4.126623376623376,0.9,1.0,1.0,812
MF,111.7768,0.9,1.0,1.0,812
IL,50.0816,0.7000000000000001,0.4,0.6000000000000001,813
MB,18.04,0.7000000000000001,0.4,0.6000000000000001,813
MF,51.8784,0.7000000000000001,0.4,0.6000000000000001,813
IL,14.4916,0.4,0.0,0.2,814
MB,92.2072,0.4,0.0,0.2,814
MF,13.3012,0.4,0.0,0.2,814
IL,108.3536,0.9,0.4,0.0,815
MB,6.781262565339767,0.9,0.4,0.0,815
MF,5.3897932248130225,0.9,0.4,0.0,815
IL,17.6644,0.8,0.7000000000000001,0.8,816
MB,5.3504,0.8,0.7000000000000001,0.8,816
MF,96.9852,0.8,0.7000000000000001,0.8,816
IL,4.039199332777314,0.9,0.3,1.0,817
MB,12.1076,0.9,0.3,1.0,817
MF,104.018,0.9,0.3,1.0,817
IL,56.1132,0.2,0.5,0.30000000000000004,818
MB,6.7701149425287355,0.2,0.5,0.30000000000000004,818
MF,57.29,0.2,0.5,0.30000000000000004,818
IL,5.4784,0.4,0.2,1.0,819
MB,18.0832,0.4,0.2,1.0,819
MF,96.4384,0.4,0.2,1.0,819
IL,6.6572,0.0,0.1,0.30000000000000004,820
MB,7.6176,0.0,0.1,0.30000000000000004,820
MF,105.7252,0.0,0.1,0.30000000000000004,820
IL,9.798,0.2,0.2,0.6000000000000001,821
MB,15.8412,0.2,0.2,0.6000000000000001,821
MF,94.3608,0.2,0.2,0.6000000000000001,821
IL,3.9068,0.30000000000000004,0.1,0.7000000000000001,822
MB,100.7036,0.30000000000000004,0.1,0.7000000000000001,822
MF,15.3896,0.30000000000000004,0.1,0.7000000000000001,822
IL,108.692,0.4,0.5,0.0,823
MB,4.423465096719933,0.4,0.5,0.0,823
MF,7.1004,0.4,0.5,0.0,823
IL,40.3588,0.9,0.1,0.2,824
MB,74.9392,0.9,0.1,0.2,824
MF,4.796001631986944,0.9,0.1,0.2,824
IL,33.4984,0.30000000000000004,0.7000000000000001,0.6000000000000001,825
MB,5.363750523231477,0.30000000000000004,0.7000000000000001,0.6000000000000001,825
MF,81.376,0.30000000000000004,0.7000000000000001,0.6000000000000001,825
IL,5.3536,0.9,0.9,1.0,826
MB,4.876114081996435,0.9,0.9,1.0,826
MF,110.2696,0.9,0.9,1.0,826
IL,103.04,0.30000000000000004,0.30000000000000004,0.1,827
MB,5.919951239333604,0.30000000000000004,0.30000000000000004,0.1,827
MF,11.1324,0.30000000000000004,0.30000000000000004,0.1,827
IL,80.056,0.5,0.8,0.30000000000000004,828
MB,3.9212827988338192,0.5,0.8,0.30000000000000004,828
MF,36.178,0.5,0.8,0.30000000000000004,828
IL,94.8436,0.30000000000000004,0.5,0.1,829
MB,4.593572009764036,0.30000000000000004,0.5,0.1,829
MF,20.64,0.30000000000000004,0.5,0.1,829
IL,76.3032,0.5,0.5,0.4,830
MB,13.8312,0.5,0.5,0.4,830
MF,29.8656,0.5,0.5,0.4,830
IL,7.4464,0.4,0.6000000000000001,0.9,831
MB,4.6772,0.4,0.6000000000000001,0.9,831
MF,107.8764,0.4,0.6000000000000001,0.9,831
IL,12.658,0.1,0.6000000000000001,0.5,832
MB,3.8699021207177813,0.1,0.6000000000000001,0.5,832
MF,103.5464,0.1,0.6000000000000001,0.5,832
IL,9.054,0.2,0.9,0.7000000000000001,833
MB,3.926,0.2,0.9,0.7000000000000001,833
MF,107.02,0.2,0.9,0.7000000000000001,833
IL,61.132,0.4,0.4,0.30000000000000004,834
MB,12.0248,0.4,0.4,0.30000000000000004,834
MF,46.8432,0.4,0.4,0.30000000000000004,834
IL,107.956,1.0,0.6000000000000001,0.0,835
MB,6.7668,1.0,0.6000000000000001,0.0,835
MF,5.285657051282051,1.0,0.6000000000000001,0.0,835
IL,34.6384,0.2,1.0,0.4,836
MB,2.92562358276644,0.2,1.0,0.4,836
MF,82.7812,0.2,1.0,0.4,836
IL,12.3776,0.5,0.30000000000000004,0.7000000000000001,837
MB,16.7096,0.5,0.30000000000000004,0.7000000000000001,837
MF,90.9128,0.5,0.30000000000000004,0.7000000000000001,837
IL,4.2532714225411565,0.30000000000000004,0.6000000000000001,1.0,838
MB,4.937017472572125,0.30000000000000004,0.6000000000000001,1.0,838
MF,111.1096,0.30000000000000004,0.6000000000000001,1.0,838
IL,23.0144,0.7000000000000001,1.0,0.6000000000000001,839
MB,2.9243518912027198,0.7000000000000001,1.0,0.6000000000000001,839
MF,94.2332,0.7000000000000001,1.0,0.6000000000000001,839
IL,74.0532,0.8,0.4,0.4,840
MB,26.8752,0.8,0.4,0.4,840
MF,19.0716,0.8,0.4,0.4,840
IL,3.936,0.4,0.8,1.0,841
MB,3.2482474226804126,0.4,0.8,1.0,841
MF,112.9132,0.4,0.8,1.0,841
IL,97.4416,0.1,0.30000000000000004,0.0,842
MB,5.185409109230149,0.1,0.30000000000000004,0.0,842
MF,17.4124,0.1,0.30000000000000004,0.0,842
IL,29.26,0.6000000000000001,0.6000000000000001,0.6000000000000001,843
MB,5.823092783505155,0.6000000000000001,0.6000000000000001,0.6000000000000001,843
MF,85.0916,0.6000000000000001,0.6000000000000001,0.6000000000000001,843
IL,7.0068,0.9,0.5,0.8,844
MB,11.3884,0.9,0.5,0.8,844
MF,101.6048,0.9,0.5,0.8,844
IL,52.376,1.0,0.2,0.4,845
MB,59.5272,1.0,0.2,0.4,845
MF,8.0968,1.0,0.2,0.4,845
IL,35.8832,0.30000000000000004,0.2,0.30000000000000004,846
MB,10.8676,0.30000000000000004,0.2,0.30000000000000004,846
MF,73.2492,0.30000000000000004,0.2,0.30000000000000004,846
IL,106.3244,0.9,0.7000000000000001,0.1,847
MB,5.730268510984541,0.9,0.7000000000000001,0.1,847
MF,8.0416,0.9,0.7000000000000001,0.1,847
IL,4.918572001604493,0.0,0.5,0.7000000000000001,848
MB,4.102124183006536,0.0,0.5,0.7000000000000001,848
MF,111.0784,0.0,0.5,0.7000000000000001,848
IL,6.8164,0.4,0.4,0.8,849
MB,8.1632,0.4,0.4,0.8,849
MF,105.0204,0.4,0.4,0.8,849
IL,97.63,0.30000000000000004,0.7000000000000001,0.2,850
MB,3.5062634989200863,0.30000000000000004,0.7000000000000001,0.2,850
MF,19.1232,0.30000000000000004,0.7000000000000001,0.2,850
IL,65.7188,0.30000000000000004,1.0,0.2,851
MB,2.406236275801493,0.30000000000000004,1.0,0.2,851
MF,52.0896,0.30000000000000004,1.0,0.2,851
IL,10.6492,0.5,0.7000000000000001,0.9,852
MB,3.525531914893617,0.5,0.7000000000000001,0.9,852
MF,106.0368,0.5,0.7000000000000001,0.9,852
IL,9.661679135494596,1.0,0.1,0.5,853
MB,104.496,1.0,0.1,0.5,853
MF,6.2056,1.0,0.1,0.5,853
IL,5.8452,0.0,0.7000000000000001,0.5,854
MB,2.5964378801042574,0.0,0.7000000000000001,0.5,854
MF,111.764,0.0,0.7000000000000001,0.5,854
IL,14.7036,0.6000000000000001,0.6000000000000001,0.8,855
MB,3.6094674556213016,0.6000000000000001,0.6000000000000001,0.8,855
MF,101.8804,0.6000000000000001,0.6000000000000001,0.8,855
IL,62.9596,0.4,0.5,0.30000000000000004,856
MB,9.2204,0.4,0.5,0.30000000000000004,856
MF,47.82,0.4,0.5,0.30000000000000004,856
IL,10.2144,0.2,0.0,0.5,857
MB,82.238,0.2,0.0,0.5,857
MF,27.5476,0.2,0.0,0.5,857
IL,29.4568,0.1,0.1,0.2,858
MB,53.182,0.1,0.1,0.2,858
MF,37.3612,0.1,0.1,0.2,858
IL,106.206,0.1,0.4,0.0,859
MB,5.008435259384226,0.1,0.4,0.0,859
MF,9.277800574476815,0.1,0.4,0.0,859
IL,5.3532,0.0,0.30000000000000004,0.4,860
MB,6.1116,0.0,0.30000000000000004,0.4,860
MF,108.5352,0.0,0.30000000000000004,0.4,860
IL,98.4464,0.5,0.9,0.30000000000000004,861
MB,2.937770095073466,0.5,0.9,0.30000000000000004,861
MF,18.8344,0.5,0.9,0.30000000000000004,861
IL,10.5368,0.7000000000000001,0.8,0.7000000000000001,862
MB,3.4106830122591942,0.7000000000000001,0.8,0.7000000000000001,862
MF,106.3472,0.7000000000000001,0.8,0.7000000000000001,862
IL,83.0052,0.7000000000000001,0.5,0.4,863
MB,14.0588,0.7000000000000001,0.5,0.4,863
MF,22.936,0.7000000000000001,0.5,0.4,863
IL,4.302,0.30000000000000004,0.1,1.0,864
MB,72.8556,0.30000000000000004,0.1,1.0,864
MF,42.8424,0.30000000000000004,0.1,1.0,864
IL,5.4424,0.1,1.0,1.0,865
MB,2.71156462585034,0.1,1.0,1.0,865
MF,112.166,0.1,1.0,1.0,865
IL,4.269728601252609,0.0,0.2,0.7000000000000001,866
MB,5.8348,0.0,0.2,0.7000000000000001,866
MF,110.0748,0.0,0.2,0.7000000000000001,866
IL,8.2088,0.1,0.6000000000000001,0.6000000000000001,867
MB,3.1478260869565218,0.1,0.6000000000000001,0.6000000000000001,867
MF,108.7504,0.1,0.6000000000000001,0.6000000000000001,867
IL,40.2336,0.6000000000000001,0.4,0.5,868
MB,6.743352135374698,0.6000000000000001,0.4,0.5,868
MF,73.0716,0.6000000000000001,0.4,0.5,868
IL,33.7672,0.4,0.6000000000000001,0.6000000000000001,869
MB,4.580152671755725,0.4,0.6000000000000001,0.6000000000000001,869
MF,81.6728,0.4,0.6000000000000001,0.6000000000000001,869
IL,104.3944,0.9,0.8,0.3,870
MB,5.923179396092363,0.9,0.8,0.3,870
MF,10.27,0.9,0.8,0.3,870
IL,109.5068,0.8,0.6000000000000001,0.1,871
MB,5.222,0.8,0.6000000000000001,0.1,871
MF,5.309427880741338,0.8,0.6000000000000001,0.1,871
IL,4.7812895069532235,0.1,0.4,0.7000000000000001,872
MB,4.440811258278146,0.1,0.4,0.7000000000000001,872
MF,111.17,0.1,0.4,0.7000000000000001,872
IL,18.064,0.30000000000000004,0.0,0.30000000000000004,873
